"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"fti","10.99","13.10","22.48","116.0K","69.0K","-27.2%","-16.5%","851.5M","65.0M","11.0M","none","none","5.57","0.60","0.15","28.19","0.18","2.35","21.87","0.47","1.85B","140.1M","39.1M","2.5%","4.3%","Dec 31","none","3.34%","7.10%","1.09","0.73","11.5M","2.45M","22.2%","2.04M","0"
