"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hi","43.875","52.30","69.98","0.94","2.61M","3.14M","+5.4%","+41.3%","24.1B","461.7M","360.2M","0.88","1.68%","17.08","3.94","1.07","none","0.65","3.06","13.27","none","none","none","1.86B","none","29.0%","Dec 31","none","none","2.41%","23.99%","none","none","0","8.02M","2.2%","6.51M","2.81","2.86M"
