"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"eacc.ob","0.39","0.47","2.80","19.5K","41.0K","-71.5%","-65.9%","5.29M","11.3M","3.70M","none","none","0.07","-1.04","-0.18","2.36","0.03","7.26","none","0.20","20.2M","none","-11.2M","-37.8%","none","July 31","none","none","-196.79%","-761.03%","0.54","0.25","0","none"
