"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"gbts","7.00","8.50","12.00","2,318","2,000","-8.1%","+23.2%","23.2M","2.73M","2.30M","none","none","8.54","0.02","0.06","4.77","1.07","1.00","404.76","1.78","9.01M","none","109.0K","1.2%","Dec 31","none","0.09%","0.65%","none","0","2.92M","2,000","0.1%","0","1.00","2,000"
