"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"abyny.ob","24.70","29.75","38.00","0.82","0","0","+5.3%","+41.2%","21.3B","715.8M","708.7M","none","none","16.97","2.83","1.35","23.12","6.98","1.75","10.51","1.29","16.6B","none","2.04B","13.1%","Dec 31","none","0.74%","18.83%","none","0","5.00B","none","2"
