"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pfbx","12.37","13.15","24.75","682","1,000","-26.9%","-2.0%","74.0M","5.63M","2.90M","0.24","1.82%","13.73","0.39","-0.02","6.73","6.99","0.96","33.89","1.96","42.1M","none","2.23M","5.3%","Dec 31","none","0.38%","2.85%","none","0.00","39.3M","0","0","0"
