"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"axa","15.40","21.78","38.094","0.99","314.9K","281.0K","-35.5%","-13.5%","37.3B","1.71B","1.11B","none","13.14","none","0.78","none","14.09","1.66","none","none","none","none","1.38B","none","8.8%","Dec 31","none","none","none","6.32%","none","0.91","0","887.0K","0.1%","695.0K","3.12","284.0K","1"
