"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"ers","0.813","0.90","1.188","0.77","5,955","30.0K","-4.1%","+28.7%","9.92M","11.0M","5.30M","none","none","1.08","0.09","0.04","16.09","0.12","0.83","10.11","0.06","181.1M","5.07M","1.00M","0.6%","2.8%","Dec 31","none","1.52%","8.85%","1.26","2.65","1.30M","2,000","0.0%","0","0"
