"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"vxgn","11.00","12.29","32.25","1.44","106.5K","252.0K","-56.1%","-41.1%","174.2M","14.2M","5.20M","none","none","3.15","-2.51","-0.49","none","4.04","3.91","none","none","none","-36.0M","-34.3M","none","none","Dec 31","none","none","-57.77%","-69.42%","17.36","0.00","53.1M","1.25M","24.0%","1.21M","13.70","91.0K"
