"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"hokcy.ob","0.90","1.17","1.505","0.44","54.1K","33.0K","+3.0%","+38.1%","6.61B","5.65B","3.73B","none","0.47","0.07","0.04","0.16","0.14","2.48","16.03","7.51","880.3M","487.7M","415.1M","47.2%","48.6%","Dec 31","none","13.71%","15.75%","3.57","0.06","806.8M","none"
