"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"oxis.ob","0.07","0.09","1.00","1.81","11.7K","18.0K","-90.4%","-87.1%","869.0K","9.66M","2.70M","none","0.12","-0.57","-0.18","0.38","0.05","0.77","none","0.24","3.63M","-5.13M","-5.47M","none","none","Dec 31","none","-97.77%","-134.73%","1.11","0.40","462.0K","3,000","0.1%","14.0K","0.27","11.0K"
