"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"djref.ob","0.048","0.048","0.048","271.0K","5.64M","5.00M","none","0.04","-0.44","-0.10","0.00","0.00","1.18","none","29.50","9,000","-246.0K","-2.30M","none","none","Dec 31","none","-235.55%","-239.81%","1.31","0","10.0K","none"
