"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"pctge.ob","20.96","27.20","34.56","13.0M","479.0K","400.0K","none","0","0.81","0","0.54","1.28","none","33.37","50.30","259.0K","-111.0K","390.0K","1211.2%","none","Dec 31","none","195.57%","none","none","none","613.0K","43.0K","0.6%","44.0K","0"
