"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"prwt.ob","3.869","4.47","5.05","2,091","2,000","-6.1%","+25.9%","48.5M","10.9M","9.40M","none","3.94","0.25","0.06","3.11","1.58","1.14","17.60","1.44","30.4M","none","2.46M","8.1%","Dec 31","none","none","0.66%","7.06%","none","0","59.2M","none"
