"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"unb","16.00","19.75","20.20","364","0","+14.5%","+53.5%","59.8M","3.03M","1.80M","1.12","5.67%","none","12.04","1.64","0.41","8.12","3.92","1.64","12.04","2.43","24.6M","none","4.97M","20.2%","Dec 31","none","1.63%","14.21%","none","0","11.9M","0","0","0"
