"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ibemq","0.17","0.29","74.69","1.45M","0","-99.5%","-99.4%","3.71M","12.8M","6.70M","none","5.71","-43.38","-4.05","2.60","0.18","0.05","none","0.11","30.3M","-154.1M","-510.2M","none","none","Dec 31","none","-248.63%","-304.86%","0.32","0.17","2.30M","35.0K","0.5%","31.0K","0.08","437.0K"
