"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"scbl","6.00","10.30","12.25","-0.50","3,727","2,000","+28.8%","+72.7%","62.7M","6.09M","2.40M","none","none","9.43","0.30","0.11","8.39","4.78","1.09","34.22","1.23","56.0M","none","2.14M","3.9%","Dec 31","none","none","0.38%","3.99%","none","0.07","0","1,000","0.0%","0","0.25","4,000"
