"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"bkmd.ob","4.00","6.75","7.25","0.23","17.0K","6,000","+52.2%","+104.2%","13.3M","1.97M","1.30M","none","6.78","0.32","0.11","5.30","none","1.00","20.96","1.27","10.4M","none","631.0K","6.1%","37.3%","Dec 31","none","none","0.52%","4.84%","none","none","0","none"
