"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"wpl","18.01","21.13","29.625","53.3K","55.0K","-12.0%","+5.3%","1.00B","47.3M","21.3M","1.20","5.68%","none","2.05","1.90","0.42","3.77","1.27","10.31","11.11","5.61","177.1M","110.6M","89.4M","50.5%","55.0%","Dec 31","none","none","73.57%","104.13%","none","0.19","0","283.0K","1.3%","282.0K","5.78","49.0K"
