"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"frgb","6.00","12.00","13.50","0.08","364","0","+47.7%","+98.1%","33.1M","2.75M","900.0K","none","none","8.97","0.93","0.22","none","9.41","1.34","12.97","none","none","none","2.52M","none","Dec 31","none","none","0.85%","11.00%","none","0.05","0","0","0","1,000"
