"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"coop","9.00","11.50","15.75","0.63","1,500","1,000","+19.5%","+60.2%","32.3M","2.81M","2.30M","0.20","1.74%","11.38","0.82","0.28","none","2.84","1.01","14.08","none","none","none","2.31M","none","36.5%","Dec 31","none","none","0.55%","7.42%","none","none","0","13.0K","0.6%","13.0K","13.00","1,000"
