"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"apa","38.25","51.60","74.188","0.70","1.62M","1.92M","-11.0%","+19.3%","6.45B","125.0M","105.0M","0.72","1.40%","none","32.27","6.81","1.19","22.62","1.03","1.60","7.58","2.28","2.97B","2.39B","883.3M","30.2%","53.4%","Dec 31","none","none","11.21%","24.54%","1.03","0.61","0","4.91M","4.7%","5.48M","3.05","1.61M"
