"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"kwnr.ob","0.13","0.90","27.50","57.0K","59.0K","-10.0%","+7.6%","1.51M","1.68M","300.0K","none","-0.13","-0.17","-0.13","0.02","none","none","none","56.68","37.0K","-313.0K","-313.0K","none","none","Dec 31","none","-89.49%","none","0.79","none","none","none"
