"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"kdn","17.80","18.90","28.25","0.95","72.4K","74.0K","-12.1%","+17.9%","565.9M","29.9M","24.8M","0.48","2.54%","11.05","0.20","-0.81","11.55","3.96","1.71","94.97","1.64","346.6M","56.5M","5.86M","1.7%","16.2%","Dec 31","none","none","1.15%","1.81%","5.31","0.36","120.3M","311.0K","1.3%","5.92M","0"
