"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"epln.ob","0.14","0.375","0.51","0.64","10.1K","10.0K","+17.2%","+57.2%","4.35M","11.6M","4.60M","0.06","16.00%","none","0.26","0.10","0.03","0.23","0.14","1.43","3.91","1.63","2.62M","1.37M","1.09M","41.7%","51.6%","Feb 28","none","32.88%","39.52%","8.65","0.00","1.59M","none"
