"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"civc","13.10","15.74","16.905","0.41","4,636","19.0K","+9.3%","+46.5%","82.9M","5.27M","2.80M","none","11.05","1.06","0.21","7.17","3.84","1.42","14.79","2.20","38.6M","none","5.74M","14.8%","Dec 31","none","1.14%","10.38%","none","0","20.2M","0","2,000","2,000"
