"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"erf","14.10","15.89","23.50","106.0K","95.0K","-22.1%","-6.8%","1.03B","64.6M","63.9M","3.49","21.98%","none","13.49","3.49","0.81","6.93","0.01","1.18","4.55","2.29","209.5M","161.0M","104.4M","49.8%","45.2%","Dec 31","none","15.59%","27.19%","0.90","0.27","505.0K","3,000","0.0%","48.0K","0.03","117.0K"
