"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"teva","48.50","61.80","76.50","-0.10","1.22M","804.0K","+6.2%","+42.4%","7.91B","127.9M","115.1M","none","9.46","1.85","0.58","14.60","none","6.53","33.44","4.23","2.03B","321.1M","256.5M","12.6%","16.3%","Dec 31","none","none","9.44%","21.97%","2.29","0.44","0","2.59M","2.2%","1.88M","2.67","969.0K","1"
