"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"psbi","3.625","5.28","6.20","0.38","4,909","1,000","+28.0%","+71.7%","23.7M","4.49M","3.20M","none","none","8.51","-0.24","0.10","4.95","2.34","0.62","none","1.07","20.5M","none","-190.0K","-0.9%","Dec 31","none","-0.06%","-0.51%","none","0","10.5M","1,000","0.0%","2,000","0.14","7,000"
