"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"gecr","9.00","10.88","14.00","-0.29","182","0","-9.3%","+21.6%","10.2M","939.0K","600.0K","none","none","12.81","0.82","0.51","10.05","4.85","0.85","13.25","1.08","9.77M","none","802.0K","8.2%","Dec 31","none","0.62%","7.14%","none","0","4.54M","none"
