"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"wmmvy.ob","2.47","24.85","27.00","0","0","-3.7%","+10.5%","11.1B","447.4M","442.9M","none","none","7.30","0","0.94","none","1.83","3.40","none","none","0","none","0","none","none","Dec 31","none","0.00%","0.00%","1.52","0","820.6M","none","1"
