"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"swtx","2.00","5.15","5.55","0.51","17.7K","13.0K","+90.7%","+128.1%","42.2M","8.19M","6.90M","none","none","2.51","0.11","0.28","10.38","0.07","2.05","46.40","0.50","83.4M","4.86M","1.16M","1.4%","-1.3%","Dec 31","none","none","1.50%","5.76%","0.42","1.50","4.34M","2,000","0.0%","9,000","0.12","17.0K"
