"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pfbi","5.125","8.59","9.40","-0.02","8,636","3,000","+52.7%","+104.8%","44.9M","5.23M","3.80M","0.60","6.99%","11.03","0.16","0.01","12.42","4.69","0.78","54.37","0.69","63.0M","none","820.0K","1.3%","Dec 31","none","none","0.10%","1.45%","none","0","57.1M","9,000","0.2%","9,000","0.69","13.0K"
