"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"esaf.ob","0.08","0.26","1.938","0.84","57.4K","64.0K","-80.2%","-73.4%","8.19M","31.5M","8.50M","none","-0.12","-0.52","-0.17","0.04","0.07","none","none","7.21","937.0K","-10.2M","-13.5M","none","none","Dec 31","none","-207.51%","none","0.92","none","2.34M","66.0K","0.8%","104.0K","0"
