"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ampb","2.625","2.85","3.85","-0.45","1,955","3,000","-22.7%","+3.6%","3.80M","1.33M","40.0K","none","4.53","0.36","0.07","5.12","0.65","0.63","7.98","0.56","6.49M","none","453.0K","7.0%","Dec 31","none","none","0.73%","8.12%","none","0.96","0","0","0","2,000"
