"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pgr","82.125","138.71","148.88","1.13","368.2K","505.0K","+45.9%","+95.7%","10.2B","73.7M","63.8M","0.28","0.20%","41.02","4.45","1.29","none","0.53","3.38","31.16","none","none","none","334.7M","none","5.9%","Dec 31","none","none","3.25%","11.52%","none","0.25","0","1.41M","2.2%","1.50M","4.94","285.0K"
