"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"cceq","2.85","4.05","13.50","6,364","17.0K","-45.6%","-35.0%","78.1M","19.3M","12.2M","none","none","1.83","0.13","0.04","2.88","0.02","2.21","30.68","1.41","55.5M","11.5M","2.55M","4.6%","10.1%","Dec 31","none","3.84%","7.44%","1.92","0.77","418.0K","2,000","0.0%","0","0.25","8,000","1"
