"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"neu","31.10","34.88","57.125","203.2K","176.0K","-17.7%","+10.4%","2.46B","70.7M","48.3M","0.30","0.86%","5.42","1.87","0.47","10.53","8.42","6.44","18.69","3.31","776.9M","254.4M","137.5M","17.7%","30.4%","Dec 31","none","none","3.31%","37.89%","none","0.47","0","2.56M","5.3%","2.35M","13.67","187.0K"
