"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"mmfs.ob","0.20","1.25","1.85","61.0K","+127.3%","+130.0%","15.4M","12.3M","12.1M","none","none","none","0","none","none","none","none","none","none","none","none","none","none","none","June 30","none","none","none","none","none","none","none"
