"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ciz","15.50","19.00","19.75","1,455","1,000","+13.4%","+52.1%","62.9M","3.31M","2.50M","0.60","3.16%","none","13.89","1.76","0.47","8.93","3.14","1.37","10.77","2.13","29.6M","none","5.86M","19.8%","Dec 31","none","none","1.51%","13.36%","none","0","0","0","0","2,000"
