"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"flbk","5.125","5.95","7.188","0.32","9,273","4,000","+8.8%","+45.9%","33.9M","5.70M","4.60M","none","none","6.88","0.05","0.02","5.32","2.24","0.86","123.96","1.12","30.4M","none","276.0K","1.3%","Dec 31","none","0.10%","0.71%","none","0","12.8M","0","1,000","7,000"
