"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fcbp","14.625","20.50","23.25","3,409","2,000","+38.4%","+85.6%","94.5M","4.61M","3.10M","0.36","1.76%","none","8.90","1.21","0.34","8.55","10.59","2.30","16.94","2.40","40.1M","none","5.69M","14.2%","Dec 31","none","1.09%","16.62%","none","0.20","48.7M","1,000","0.0%","1,000","0.25","4,000"
