"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"tatyy.ob","11.75","16.45","26.46","-0.02","3,682","1,000","+19.6%","+60.4%","1.98B","120.4M","100.0M","none","none","13.29","-3.27","-2.89","47.16","1.41","1.24","none","0.35","5.57B","226.9M","-392.7M","-6.9%","3.9%","Mar 31","none","-8.69%","-23.82%","1.32","0.98","170.2M","none","4"
