"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"omvky.ob","13.125","16.50","25.00","0","0","+21.1%","+62.4%","89.1M","5.40M","5.34M","none","none","327.84","53.74","32.94","1,241.98","28.53","0.05","0.31","0.01","6.71B","729.2M","290.2M","4.3%","6.6%","Dec 31","none","5.77%","17.23%","0.69","0","154.1M","none","5"
