"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hbek","7.00","8.35","11.364","6,409","8,000","-13.0%","+16.6%","86.3M","10.3M","9.00M","none","6.58","0.81","0.27","6.29","5.73","1.27","10.33","1.33","62.0M","none","7.72M","13.0%","Dec 31","none","none","1.01%","12.13%","none","0.56","0","5,000","0.1%","0","1.25","4,000"
