"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"infn","3.393","9.91","11.25","-0.15","11.4K","10.0K","+144.8%","+228.3%","53.7M","5.42M","4.20M","none","6.35","0.44","0.12","none","2.31","1.56","22.47","none","none","none","2.41M","none","Dec 31","none","none","0.64%","7.33%","none","0","0","8,000","0.2%","4,000","0.61","13.0K"
