"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"ther","22.93","25.80","26.91","403.0K","982.7M","38.1M","6.00M","none","none","-15.71","-18.21","-3.85","6.83","8.41","none","none","3.77","30.5M","-50.4M","-82.2M","none","none","Dec 31","none","-93.04%","none","1.95","0.20","45.2M","none"
