"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ncf","19.625","22.75","27.875","0.73","342.4K","338.0K","+9.3%","+46.6%","4.65B","204.5M","128.8M","0.60","2.64%","11.68","0.78","0.28","none","2.56","1.95","29.24","none","none","none","161.4M","none","Dec 31","none","none","0.92%","7.67%","none","0.02","0","0","0","249.0K"
