"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"alth","4.25","5.00","10.875","81.4K","54.0K","-47.5%","-29.5%","114.8M","23.0M","9.90M","none","none","3.29","-0.86","-0.22","none","2.66","1.52","none","none","none","-18.3M","-19.7M","none","none","Dec 31","none","none","-23.31%","-24.23%","12.71","0.00","57.2M","5,000","0.1%","6,000","0.04","123.0K"
