"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"snbc","6.31","10.10","14.15","-0.04","17.2K","34.0K","+50.1%","+101.3%","104.3M","10.3M","6.00M","none","12.33","0.26","-0.03","12.87","7.48","0.82","38.70","0.79","137.7M","none","2.69M","2.0%","Dec 31","none","none","0.14%","2.24%","none","0","91.3M","46.0K","0.8%","47.0K","2.71","17.0K"
