"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cnb","8.25","12.60","14.94","0.63","204.5K","140.0K","+42.0%","+90.4%","1.43B","113.2M","104.1M","0.48","3.81%","7.28","1.06","0.28","none","2.41","1.73","11.84","none","none","none","117.9M","none","Dec 31","none","none","0.99%","15.33%","none","0.43","0","908.0K","0.9%","1.26M","5.19","175.0K"
