"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"sxnb","11.75","18.80","18.98","0.09","4,682","1,000","+60.0%","+114.6%","45.9M","2.44M","2.00M","none","none","12.73","0.72","0.29","17.74","11.74","1.48","26.04","1.06","43.7M","none","1.79M","4.1%","Dec 31","none","0.31%","6.02%","none","0","28.6M","0","0","1,000"
