"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"htbk","6.50","7.48","9.875","-0.07","7,682","10.0K","-18.0%","+9.9%","83.1M","11.1M","9.30M","none","6.39","0.55","0.16","4.34","3.12","1.17","13.68","1.72","75.1M","none","6.91M","9.2%","Dec 31","none","none","0.86%","10.82%","none","0","0","0","0","14.0K"
