"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mmr","4.80","6.10","17.50","2.70","52.0K","53.0K","-47.9%","-30.1%","96.8M","15.9M","9.20M","none","none","-0.27","none","-0.43","none","0.23","none","none","none","none","-10.9M","-6.83M","none","-28.6%","Dec 31","none","none","none","none","0.26","none","0","432.0K","4.7%","316.0K","7.45","58.0K"
