"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sqnm","5.65","7.48","32.875","164.0K","477.0K","-74.7%","-66.1%","279.2M","37.3M","29.7M","none","none","5.33","-1.18","-0.36","0.79","4.69","1.40","none","9.52","19.1M","-35.7M","-28.6M","none","none","Dec 31","none","-17.55%","-19.87%","6.61","0.02","114.2M","1.44M","4.9%","1.43M","15.70","92.0K"
