"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"lghly.ob","6.15","7.95","18.75","9,909","9,000","-52.2%","-35.9%","2.95B","370.9M","159.5M","none","1.93","0.25","0.07","8.02","none","4.11","31.93","0.99","2.98B","101.3M","91.7M","3.2%","3.2%","Mar 31","none","8.44%","13.47%","1.70","0","none","none","2"
