"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"brn","16.875","18.20","22.20","0.19","455","0","+4.7%","+40.5%","23.9M","1.31M","600.0K","0.60","3.30%","none","11.93","3.45","0.55","18.12","4.27","1.53","5.28","1.00","25.6M","15.0M","4.74M","18.5%","41.8%","Sep 30","none","11.61%","34.63%","0.85","0.73","5.59M","1,000","0.2%","0","0"
