"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ubcd","9.938","14.00","15.50","0.17","2,545","6,000","+21.7%","+63.3%","55.7M","3.98M","2.10M","0.28","2.00%","none","15.71","0.97","0.35","none","5.73","0.89","14.39","none","none","none","3.96M","none","Dec 31","none","none","0.56%","6.61%","none","0.15","0","0","0","1,000"
