"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"wgmgy.ob","0.313","0.43","2.25","3.20","108.8K","124.0K","-65.6%","-53.9%","13.8M","32.2M","21.2M","none","none","0.50","-0.51","-0.41","0.62","0.09","0.87","none","0.69","20.2M","-2.54M","-16.8M","-83.1%","-21.0%","Apr 30","none","none","-62.87%","-96.98%","1.44","0.19","4.52M","none","1"
