"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"fdg","14.33","15.30","16.35","103.0K","803.2M","52.5M","52.0M","0.32","2.08%","none","6.93","0.96","0.27","12.00","0.05","2.21","15.86","1.27","629.9M","148.9M","50.7M","8.0%","16.4%","Dec 31","none","8.09%","14.18%","2.13","0.17","2.64M","none"
