"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pd","25.74","29.00","57.00","0.95","865.0K","879.0K","-38.1%","-17.0%","2.28B","78.7M","55.1M","0.50","1.72%","34.98","-2.38","-1.28","53.41","5.38","0.83","none","0.54","4.20B","476.1M","-186.6M","-4.3%","0.4%","Dec 31","none","-2.30%","-6.25%","1.45","1.09","423.2M","5.85M","10.6%","5.33M","8.28","706.0K"
