"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sons","2.26","4.21","49.00","6.83M","4.27M","-89.2%","-85.5%","857.7M","203.7M","152.8M","none","0.54","-3.66","-2.81","0.99","0.68","7.86","none","4.26","162.9M","-463.0M","-638.3M","none","none","Dec 31","none","-173.71%","-208.34%","2.38","0.22","137.4M","15.5M","10.1%","16.0M","3.18","4.87M"
