"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"fbak.ob","855.00","1,187","1,200.50","0.32","182","0","+38.8%","+86.2%","474.8M","400.0K","400.0K","40.00","3.37%","none","73.00","none","none","none","none","16.26","none","none","none","none","none","Dec 31","none","none","none","none","none","none","none"
