"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ksl","13.87","18.73","19.10","40.3K","42.0K","+34.3%","+54.0%","203.3M","10.9M","10.1M","1.45","7.74%","none","2.80","none","0.52","none","2.27","6.68","none","none","none","90.6M","5.96M","none","12.3%","Dec 31","none","none","none","19.58%","0.91","9.42","0","54.0K","0.5%","0","1.26","43.0K"
